stream_id,result_value,timestamp,analyte,qc_level,instrument_id,method_id,operator_id,reagent_lot,control_material_lot,calibration_status,run_id,units,flags,entry_source,comments
demo-medical_clinical-chemmax-c8000-glucose,96.0,2026-02-10T04:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-01-A,ok,medical_clinical-001-011,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,95.8,2026-02-10T06:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-01-A,ok,medical_clinical-001-012,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,96.2,2026-02-10T08:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-01-A,ok,medical_clinical-001-013,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,96.0,2026-02-10T10:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-01-A,ok,medical_clinical-001-014,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,95.6,2026-02-10T12:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-01-A,ok,medical_clinical-001-015,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,96.4,2026-02-10T14:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-01-B,ok,medical_clinical-001-016,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,96.2,2026-02-10T16:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-01-B,ok,medical_clinical-001-017,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,96.0,2026-02-10T18:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-01-B,ok,medical_clinical-001-018,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,95.8,2026-02-10T20:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-01-B,ok,medical_clinical-001-019,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,96.2,2026-02-10T22:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-01-B,ok,medical_clinical-001-020,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,96.0,2026-02-11T00:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-01-B,ok,medical_clinical-001-021,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,95.6,2026-02-11T02:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-01-B,ok,medical_clinical-001-022,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,96.2,2026-02-11T04:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-01-B,ok,medical_clinical-001-023,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,96.0,2026-02-11T06:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-01-B,ok,medical_clinical-001-024,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-glucose,96.4,2026-02-11T08:05:00Z,Glucose,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-01-B,ok,medical_clinical-001-025,mg/dL,[],manual,synthetic demo single high action outlier
demo-medical_clinical-chemmax-c8000-creatinine,1.1,2026-02-09T08:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-001,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.104,2026-02-09T10:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-002,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.096,2026-02-09T12:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-003,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.108,2026-02-09T14:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-004,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.092,2026-02-09T16:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-005,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.104,2026-02-09T18:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-006,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.1,2026-02-09T20:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-007,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.096,2026-02-09T22:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-008,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.108,2026-02-10T00:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-009,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.104,2026-02-10T02:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-010,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.092,2026-02-10T04:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-011,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.1,2026-02-10T06:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-012,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.104,2026-02-10T08:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-013,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.096,2026-02-10T10:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-014,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.1,2026-02-10T12:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-02-A,ok,medical_clinical-002-015,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.108,2026-02-10T14:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-02-B,ok,medical_clinical-002-016,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.092,2026-02-10T16:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-02-B,ok,medical_clinical-002-017,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.104,2026-02-10T18:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-02-B,ok,medical_clinical-002-018,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.1,2026-02-10T20:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-02-B,ok,medical_clinical-002-019,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.096,2026-02-10T22:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-02-B,ok,medical_clinical-002-020,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.104,2026-02-11T00:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-02-B,ok,medical_clinical-002-021,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.1,2026-02-11T02:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-02-B,ok,medical_clinical-002-022,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.092,2026-02-11T04:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-02-B,ok,medical_clinical-002-023,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.108,2026-02-11T06:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-02-B,ok,medical_clinical-002-024,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-creatinine,1.1,2026-02-11T08:10:00Z,Creatinine,Chem L1,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-02-B,ok,medical_clinical-002-025,mg/dL,[],manual,synthetic demo stable baseline
demo-medical_clinical-chemmax-c8000-sodium,140.0,2026-02-09T08:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-001,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,141.4,2026-02-09T10:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-002,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,138.7,2026-02-09T12:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-003,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,141.5,2026-02-09T14:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-004,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,138.6,2026-02-09T16:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-005,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,141.6,2026-02-09T18:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-006,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,138.5,2026-02-09T20:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-007,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,141.7,2026-02-09T22:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-008,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,138.4,2026-02-10T00:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-009,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,141.8,2026-02-10T02:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-010,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,138.3,2026-02-10T04:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-011,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,141.9,2026-02-10T06:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-012,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,138.2,2026-02-10T08:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-013,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,141.7,2026-02-10T10:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-014,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,138.4,2026-02-10T12:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-03-A,ok,medical_clinical-003-015,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,141.8,2026-02-10T14:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-03-B,ok,medical_clinical-003-016,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,138.3,2026-02-10T16:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-03-B,ok,medical_clinical-003-017,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,141.6,2026-02-10T18:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-03-B,ok,medical_clinical-003-018,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,138.5,2026-02-10T20:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-03-B,ok,medical_clinical-003-019,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,141.4,2026-02-10T22:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-03-B,ok,medical_clinical-003-020,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,138.7,2026-02-11T00:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-03-B,ok,medical_clinical-003-021,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,141.2,2026-02-11T02:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-03-B,ok,medical_clinical-003-022,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,138.9,2026-02-11T04:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-03-B,ok,medical_clinical-003-023,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,140.8,2026-02-11T06:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-03-B,ok,medical_clinical-003-024,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-sodium,139.3,2026-02-11T08:15:00Z,Sodium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-03-B,ok,medical_clinical-003-025,mmol/L,[],manual,synthetic demo high scatter with low Bayesian confidence
demo-medical_clinical-chemmax-c8000-potassium,4.2,2026-02-09T08:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-001,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.208,2026-02-09T10:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-002,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.192,2026-02-09T12:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-003,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.2,2026-02-09T14:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-004,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.216,2026-02-09T16:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-005,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.208,2026-02-09T18:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-006,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.192,2026-02-09T20:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-007,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.2,2026-02-09T22:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-008,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.208,2026-02-10T00:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-009,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.192,2026-02-10T02:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-010,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.2,2026-02-10T04:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-011,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.216,2026-02-10T06:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-012,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.208,2026-02-10T08:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-013,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.2,2026-02-10T10:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-014,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.192,2026-02-10T12:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-1,MED-04-A,ok,medical_clinical-004-015,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.296,2026-02-10T14:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-04-B,ok,medical_clinical-004-016,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.312,2026-02-10T16:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-04-B,ok,medical_clinical-004-017,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.32,2026-02-10T18:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-04-B,ok,medical_clinical-004-018,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.312,2026-02-10T20:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-04-B,ok,medical_clinical-004-019,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.328,2026-02-10T22:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-04-B,ok,medical_clinical-004-020,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.32,2026-02-11T00:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-04-B,ok,medical_clinical-004-021,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.312,2026-02-11T02:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-04-B,ok,medical_clinical-004-022,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.328,2026-02-11T04:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-04-B,ok,medical_clinical-004-023,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.32,2026-02-11T06:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-04-B,ok,medical_clinical-004-024,mmol/L,[],manual,synthetic demo upward step after lot change
demo-medical_clinical-chemmax-c8000-potassium,4.312,2026-02-11T08:20:00Z,Potassium,Chem L2,ChemMax C8000,Clinical Chemistry,medical_clinical-demo,MED-RG-2,MED-04-B,ok,medical_clinical-004-025,mmol/L,[],manual,synthetic demo upward step after lot change
